batch_size,seq_len,flops,mem_bytes,cpu,mem,gpu,gpu_mem,gpu_clk,gpu_mem_clk,times_mean,gpu_energy_mean,energy_mean,level_name,model_name
8,32,43928.543744,3182.424072265625,5.7406504065040656,6.0,99.0,32.0650406504065,1659.1463414634147,5005.0,0.010697442414809246,2.4277832704081637,3.63476306122449,bert-base-uncased,bert-base-uncased
8,64,88468.120576,3851.52783203125,5.612799999999999,6.0,96.992,26.456,1639.712,5005.0,0.017776806553204853,4.085222258333334,6.094725250000001,bert-base-uncased,bert-base-uncased
8,96,133628.192256,4601.631591796875,5.52063492063492,6.0,97.14285714285714,34.45238095238095,1631.7460317460318,5005.0,0.025427499555406116,6.0891356904761915,8.910175595238096,bert-base-uncased,bert-base-uncased
8,128,179408.758784,5432.7353515625,5.483999999999999,6.0,98.0,39.032,1609.24,5005.0,0.03341495580971241,7.874940281250001,11.6403728125,bert-base-uncased,bert-base-uncased
8,160,225809.82016,6344.839111328125,5.804878048780487,6.0,100.0,33.10569105691057,1678.6422764227643,5005.0,0.04373446653286616,10.336765354166669,15.29615375,bert-base-uncased,bert-base-uncased
8,192,272831.376384,7337.94287109375,5.626923076923077,6.0,100.0,36.53076923076923,1643.2846153846153,5005.0,0.05043881102041765,11.799582931818183,17.505077727272727,bert-base-uncased,bert-base-uncased
8,224,320473.427456,8412.046630859375,5.594117647058823,6.0,100.0,38.8235294117647,1612.625,5005.0,0.057881439328193666,13.4116842,20.02732175,bert-base-uncased,bert-base-uncased
8,256,368735.973376,9567.150390625,5.674100719424461,6.0,100.0,39.935251798561154,1598.086330935252,5005.0,0.06593452029758029,15.19673727777778,22.556879722222227,bert-base-uncased,bert-base-uncased
16,32,87857.087488,6362.504150390625,5.621428571428572,6.0,96.39682539682539,25.53174603174603,1636.8174603174602,5005.0,0.01780555268128713,4.103213641666668,6.093712333333333,bert-base-uncased,bert-base-uncased
16,64,176936.241152,7700.61767578125,5.567441860465116,6.0,98.0,37.44961240310077,1611.5581395348838,5005.0,0.03226970048511729,7.71463575,11.385330000000003,bert-base-uncased,bert-base-uncased
16,96,267256.384512,9200.731201171875,5.656934306569343,6.0,100.0,34.09489051094891,1615.087591240876,5005.0,0.048433888455231985,11.035183083333333,16.522158333333334,bert-base-uncased,bert-base-uncased
16,128,358817.517568,10862.8447265625,5.658730158730159,7.0,100.0,38.611111111111114,1615.063492063492,5005.0,0.05931230452325609,14.26480813888889,20.909499444444446,bert-base-uncased,bert-base-uncased
16,160,451619.64032,12686.958251953125,5.638461538461539,7.0,100.0,37.19230769230769,1612.3615384615384,5005.0,0.0790187920842852,18.52262867857143,27.61798142857143,bert-base-uncased,bert-base-uncased
16,192,545662.752768,14673.07177734375,5.708461538461539,7.0,100.0,39.823076923076925,1596.746153846154,5005.0,0.09283283253510793,21.684064541666668,32.29744291666667,bert-base-uncased,bert-base-uncased
16,224,640946.854912,16821.185302734375,5.639864864864865,7.0,100.0,41.37162162162162,1564.277027027027,5005.0,0.10515271127223969,24.54801629166667,36.4800025,bert-base-uncased,bert-base-uncased
16,256,737471.946752,19131.298828125,5.696666666666666,8.0,100.0,41.32666666666667,1571.1,5005.0,0.1270688557624817,29.38025765,43.914170500000004,bert-base-uncased,bert-base-uncased
24,32,131785.631232,9542.584228515625,5.5008130081300814,6.0,97.00813008130082,32.34146341463415,1607.918699186992,5005.0,0.024760150341760545,5.818258702380952,8.597669047619048,bert-base-uncased,bert-base-uncased
24,64,265404.361728,11549.70751953125,5.661481481481482,6.0,100.0,33.48888888888889,1598.6888888888889,5005.0,0.04792847732702891,10.672209708333334,16.052437708333336,bert-base-uncased,bert-base-uncased
24,96,400884.576768,13799.830810546875,5.523134328358209,7.0,100.0,38.201492537313435,1564.455223880597,5005.0,0.06361125177807278,14.763676916666666,22.010268333333332,bert-base-uncased,bert-base-uncased
